,track_id,track,artist,album,track_popularity,acousticness,danceability,energy,instrumentalness,loudness,tempo
169,3a6PN6BRB8PP3ms48s7kU1,Empire Ants (feat. Little Dragon),Gorillaz,Plastic Beach,70,0.181,0.601,0.772,0.0543,-4.137,99.445
170,6MDTpYxPFL0wtFd0pjfKws,Rhythm Of Love,Plain White T's,Wonders Of The Younger,63,0.356,0.531,0.542,0.0,-7.721,171.878
171,1By2VQkUN0Frd8mKNV5NYC,Better Than Revenge,Taylor Swift,Speak Now (Deluxe Edition),64,0.0139,0.516,0.917,6.37e-06,-3.186,145.821
172,3BbS4oLUDNOLctshheQucc,Senior Skip Day,Mac Miller,K.I.D.S.,66,0.554,0.522,0.725,0.0,-5.184,108.364
173,030OCtLMrljNhp8OWHBWW3,Hey Daddy (Daddy's Home),USHER,Raymond v Raymond (Expanded Edition),68,0.000176,0.59,0.698,0.0,-4.262,95.975
174,59kNaCxnyX7Ezt1m6KxGLY,Something Good Can Work,Two Door Cinema Club,Tourist History,65,0.00572,0.647,0.834,0.000689,-5.321,119.925
175,5EhzE6HJaCcLFrf5rPqvpk,Mientes,Camila,Dejarte De Amar,78,0.0824,0.332,0.592,0.0,-6.127,170.391
176,7h70RTLbnhDyPGXjl3iEhh,Need You Now,Lady A,Need You Now,66,0.0298,0.581,0.717,0.000186,-4.433,107.884
177,4JEylZNW8SbO4zUyfVrpb7,Caribbean Queen (No More Love On the Run),Billy Ocean,The Very Best of Billy Ocean,73,0.166,0.79,0.649,8.87e-05,-7.507,113.798
178,6PmjWl0phNxc0R5OwkDdiZ,Love Don't Change,Jeremih,All About You,68,0.317,0.539,0.424,0.0,-9.361,118.071
179,7B2ETOSXeXPfWQl4gLjcat,Keep Me in Mind,Zac Brown Band,You Get What You Give,64,0.159,0.684,0.715,0.0,-6.132,96.018
180,1wFRkVclQWfMQQcaVLjmBE,"If I'm James Dean, You're Audrey Hepburn",Sleeping With Sirens,With Ears To See And Eyes To Hear,66,2.1e-05,0.425,0.936,0.0,-5.52,158.046
181,3JTMWdhcJPiegDSe7SvZS3,Cannibal,Kesha,Cannibal (Expanded Edition),69,0.0078,0.71,0.68,0.0165,-4.676,129.971
182,0llA0pYA6GpGk7fTjew0wO,The Resistance,Drake,Thank Me Later,63,0.822,0.547,0.741,0.0,-8.127,82.589
183,5cwN1htZyoWqZCc33f3RfE,The High Road,Broken Bells,Broken Bells,68,0.0672,0.61,0.638,6.59e-06,-6.574,79.955
184,1U4mweNwisxNj23ffuC9gO,Miss Me,Drake,Thank Me Later,63,0.0813,0.426,0.862,0.0,-5.979,100.3
185,6IfMD01z39P15HKezjdaMP,Bachata En Fukuoka,Juan Luis Guerra 4.40,Asondeguerra,75,0.77,0.878,0.555,0.0,-7.301,132.936
186,2MWOqewf5j0qf2b6S5J6cS,Marry Me,Train,"Save Me, San Francisco (Golden Gate Edition)",69,0.834,0.461,0.267,2.03e-05,-8.514,87.918
187,3PY88239tYBnAv5LQoU2oY,Long Hot Summer,Keith Urban,Get Closer (Deluxe Version),64,0.0301,0.657,0.785,4.62e-06,-8.428,127.987
188,0158TMiGmHyibaDeaUKayX,She Won't Be Lonely Long,Clay Walker,She Won't Be Lonely Long,64,0.00643,0.635,0.758,0.0,-5.772,113.002
189,3pkzJjJXfdDjhpXx639MIH,Somewhere With You,Kenny Chesney,Hemingway's Whiskey,63,0.0862,0.68,0.849,0.00013,-6.475,111.969
190,7gUpO6td4OOnu0Lf9vhcIV,Lights - Single Version,Ellie Goulding,Lights,64,0.0283,0.683,0.789,0.0492,-6.132,120.013
191,5UzU0qw21okODBNUnxptVo,"Lover, Lover",Jerrod Niemann,Judge Jerrod & The Hung Jury,63,0.186,0.879,0.567,0.0,-6.509,112.473
192,0o9Vr0BGIQPh32staLHcuU,Bidi Bidi Bom Bom,Selena,La Leyenda (Version Super Deluxe),68,0.102,0.569,0.721,3.38e-05,-5.889,180.06
193,0jqblvsI9LBY4irmLVqqEO,Welcome to the Family,Avenged Sevenfold,Nightmare,68,0.00267,0.567,0.946,0.0,-3.973,94.985
194,1w6kG4Rc29m5EherbvpkF5,Your Love,Nicki Minaj,Pink Friday,66,0.00204,0.422,0.52,0.00413,-10.231,189.63
195,4BXkf6yww23Vdju7E1fUrn,Whiskey Lullaby (feat. Alison Krauss),Brad Paisley,Hits Alive,65,0.74,0.587,0.35,0.0,-10.954,74.479
196,0sHW1jXe6Sou3437gJQNGA,Space Bound,Eminem,Recovery,71,0.0417,0.668,0.886,0.0,-3.474,142.002
197,3XQY8kDjI8LARMIC9xkxQk,Hard in Da Paint,Waka Flocka Flame,Flockaveli,64,0.198,0.611,0.66,0.0,-5.883,71.544
198,7JbMsR4rZh6J77LNafur8U,¿por Que Te Demoras?,Plan B,House Of Pleasure,62,0.0386,0.895,0.792,0.0,-5.923,96.018
199,33a2zTGZocgU9XVDDILHM3,La Despedida,Daddy Yankee,Mundial (Deluxe Version),77,0.0909,0.745,0.994,0.0546,-2.194,122.049
200,4iYQUKxKwOOm6X2R7ALPix,Let Me Down Easy,Billy Currington,Enjoy Yourself,63,0.361,0.606,0.497,0.0,-5.005,125.059
201,01ZepwW5W3Z4fwl4bzaHyY,Kick It In The Sticks,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),62,0.00507,0.493,0.843,0.0,-5.924,158.028
202,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,Stromae,Cheese,80,0.0994,0.791,0.59,0.00203,-9.206,119.951
203,1WtTLtofvcjQM3sXSMkDdX,How Low,Ludacris,Battle Of The Sexes (Deluxe),65,0.00248,0.785,0.498,1.23e-06,-6.977,143.96
204,7CZiLgkiVHhFcDkI2Y4lZ4,Don't You Wanna Stay (with Kelly Clarkson),Jason Aldean,My Kinda Party,63,0.129,0.445,0.631,0.0,-4.798,143.846
205,6XAA7T9VHcqKQSzjmXAJ8o,That's All She Wrote,T.I.,No Mercy,69,0.0328,0.496,0.785,0.0,-3.472,170.02
206,4kkeuVl6gF3RMqE4Nn5W3E,E.T.,Katy Perry,Teenage Dream,64,0.0178,0.602,0.863,0.0,-5.423,150.183
207,3ueoTboomKEQpI3r9z47Kg,F**kin' Perfect - Radio Edit,P!nk,F**kin' Perfect (Radio Edit),71,0.0418,0.561,0.653,0.0,-4.918,91.961
208,5gnOGcUA9Thwa611bn3Rp2,TV,Alex G,Race,66,0.89,0.672,0.538,0.389,-9.187,143.001
209,4Zcz6saEkOII3PlXd9gN3o,Hermit the Frog,MARINA,The Family Jewels,68,0.243,0.609,0.679,0.0,-4.545,122.034
210,4KwttC1ZokLqillyhJgSe8,Gnaw,Alex G,Race,65,0.605,0.583,0.623,0.699,-8.495,99.024
211,0DQd0tWurMHUAv0cMnDELH,Stand by Me,Prince Royce,Prince Royce,68,0.143,0.737,0.82,9.16e-05,-2.085,127.998
212,1SssFw74DdHVjRa6ADggdD,Sweat (A La La La La Long),Inner Circle,Blazzin' Fire,75,0.0124,0.787,0.728,0.0,-7.705,173.026
213,3lFGBrRWUxpTfhhq6lGBRw,Baila Esta Cumbia,Selena,La Leyenda (Version Super Deluxe),67,0.52,0.711,0.803,8.37e-06,-4.58,182.92
214,6sQH5GFuqhvemSdP2oOfRi,Pretty Boy Swag,Soulja Boy,The DeAndre Way (Deluxe Explicit Version),64,0.177,0.837,0.42,0.0,-5.158,123.157
215,6ZFbXIJkuI1dVNWvzJzown,Time,Hans Zimmer,Inception (Music from the Motion Picture),74,0.178,0.286,0.0968,0.696,-16.806,62.881
216,4sHOAALFZiNa4wukjPSBpq,Come Back Song,Darius Rucker,"Charleston, SC 1966",62,0.138,0.516,0.745,0.0,-5.674,177.781
217,1lOSxJNCLvWm2bYaTcTSmK,"Mother Knows Best - From ""Tangled""/Soundtrack Version",Donna Murphy,Tangled,65,0.829,0.403,0.259,1.61e-06,-11.371,69.283
218,4u5xLMRN0dgKBFFN8FiNgv,Niña Bonita,Chino & Nacho,Mi Niña Bonita - Reloaded,75,0.257,0.676,0.91,0.0,-5.096,120.022
219,0QkWubamAKEvvcOTriSKX3,Summer Nights,Iration,Summer Nights,62,0.0201,0.835,0.609,1.28e-06,-5.636,130.154
220,0aBKFfdyOD1Ttvgv0cfjjJ,More - RedOne Jimmy Joker Remix,USHER,More,72,0.00166,0.551,0.893,0.0,-2.628,125.083
221,78844Rxxkl8STQUVbp4vXi,Ayye,Mac Miller,K.I.D.S. (Deluxe),65,0.0613,0.764,0.719,0.0,-6.939,106.96
222,7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,Taio Cruz,The Rokstarr Hits Collection,73,0.0327,0.607,0.934,0.0,-4.217,122.01
223,3RBluWmSoG2pGA1OePzGJI,The Story Of Us,Taylor Swift,Speak Now,62,0.00478,0.543,0.818,0.000368,-3.611,139.898
224,4e0UxWahq1WodcTzORiZCV,Now Let Them Tremble,All That Remains,For We Are Many,66,0.0036,0.687,0.73,0.658,-5.772,126.072
225,2iRfjwzPsooCskZrrlsgcC,Centerfield,John Fogerty,Centerfield - 25th Anniversary,64,0.127,0.777,0.948,5.36e-06,-3.648,142.359
226,1T8PwF3JhIiWwBhun23RNe,Impossible,Shontelle,No Gravity,69,0.385,0.6,0.624,0.0,-3.631,90.036
227,4gK27JZrNyJ46T9iGXUXPF,El 701,Los Alegres Del Barranco,La Amanecida,66,0.427,0.809,0.868,1.98e-05,-4.874,115.907
228,6iBWazas8QsDtBnjlXkrXk,The Sound Of Sunshine,Michael Franti & Spearhead,The Sound Of Sunshine,61,0.0164,0.673,0.902,0.0145,-4.886,97.007
229,40lKptao1hxVqA7fd1OOGp,Our God,Chris Tomlin,And If Our God Is For Us...,65,0.00998,0.509,0.778,0.0,-3.608,105.066
230,24DefNCFiWTP8OjYWiXuYe,Speak Now,Taylor Swift,Speak Now,61,0.095,0.709,0.599,0.0,-3.734,118.975
231,4EAhDuoqyRtV4WiuN49OUe,Sanguinarios Del M1,Los Buitres De Culiacan Sinaloa,Los Buitres Con Tololoche,69,0.545,0.815,0.738,0.0,-5.142,119.905
232,4VDjyJjSmuly9xDI7zyMDK,Somewhere in the Middle,Cody Jinks,Less Wise,61,0.208,0.589,0.542,0.0,-5.055,83.985
233,0BenZn1xELuxhb7Pjwyjxv,Hooka,Don Omar,Meet The Orphans,76,0.0373,0.73,0.863,0.0,-5.082,170.014
234,06EgH8BdWW9QRrlI6ZVQhW,El Amor Que Perdimos,Prince Royce,Prince Royce,68,0.025,0.796,0.82,1.37e-05,-3.094,126.028
235,1AguHaKOuggrVTebp7cZEI,Stereo Love - Radio Edit,Edward Maya,Stereo Love,72,0.0346,0.799,0.783,0.0186,-3.896,127.041
236,5UmLoBLWWRnqGhPfVWRgGd,Seventeen,MARINA,The Family Jewels,64,0.328,0.771,0.816,0.0,-5.755,130.017
237,3bdqdxoWXP3z0KuDt0o4Cn,SECOND & SEBRING,Of Mice & Men,Of Mice & Men,64,0.000892,0.273,0.973,0.0,-3.324,133.428
238,17tDv8WA8IhqE8qzuQn707,My First Kiss (feat. Ke$ha),3OH!3,Streets Of Gold,64,0.00564,0.682,0.889,0.0,-4.166,138.021
239,7LrZ3SczM7zlUkVlhevPp2,A Little More Country Than That,Easton Corbin,Easton Corbin,62,0.0795,0.64,0.6,1.5e-06,-8.534,84.969
240,3RpCFxfsccNPDTWd3ALMaB,I'll Do It,Heidi Montag,Superficial,72,0.00825,0.828,0.875,0.539,-4.27,112.997
241,5IOvmtSHxMrvM8flm50PjB,Asi Como Hoy,Los Alegres de la Sierra,15 Exitos,69,0.528,0.554,0.521,0.0,-4.672,138.06
242,7g13jf3zqlP5S68Voo5v9m,Dancing On My Own - Radio Edit,Robyn,Body Talk,61,0.00202,0.573,0.926,0.0117,-6.045,117.047
243,5JBH2osD5Y5AneMKPOfY1s,Blow Me Away - Soundtrack Version,Breaking Benjamin,Blow Me Away,61,0.00064,0.539,0.96,0.000899,-3.484,99.135
244,72hSmnleYTiiOo23q8ZJIS,Black Sheep,Metric,Black Sheep,65,0.00028,0.509,0.646,0.00468,-6.285,124.014
245,2cIDetbjLPkhYf4r7z86WH,Tu Sin Mi,Dread Mar I,Vivi En Do,79,0.158,0.797,0.41,0.0,-5.777,83.963
246,4MKzCHlZvkwJOQRNkdw4zq,Sexy Chick (feat. Akon),David Guetta,One More Love,62,0.0816,0.809,0.562,0.000418,-7.694,130.003
247,3MGJF1CDFGfjXESL2Heva0,F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,66,0.0412,0.565,0.646,0.0,-4.749,91.973
248,0aPZbnkMoWJaJ5CNVLCj8S,That Should Be Me,Justin Bieber,My World 2.0,72,0.199,0.552,0.603,0.0,-5.71,139.908
249,4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,Disturbed,The Sickness (10th Anniversary Edition),68,0.000319,0.649,0.896,1.19e-05,-2.704,90.009
250,6hPSal3ragmfUt1I5mKZjn,Mojo So Dope,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,62,0.547,0.614,0.785,0.844,-8.224,180.036
251,3n9ABQpqK6EgaOPEtfzD4I,Art Is Dead,Bo Burnham,Words Words Words,65,0.844,0.523,0.616,0.0,-6.167,85.531
252,14QX1ckbDIhqetvu5VZ3cP,In This Shirt,The Irrepressibles,Mirror Mirror,75,0.691,0.293,0.394,0.382,-9.581,80.168
253,6Iocm6VMu6bVNYwiDoyQFW,Coming Home,Diddy - Dirty Money,Last Train To Paris,70,0.158,0.392,0.839,0.0,-1.921,168.001
254,35Dofxo9smHVxmFQbhYIAT,Stereo Love,Edward Maya,Stereo Love,60,0.0338,0.778,0.776,0.0216,-5.359,127.049
255,4veeNpXDK1YRHMTJ1Cppsg,Buried Alive,Avenged Sevenfold,Nightmare,66,0.00116,0.607,0.804,0.0,-5.209,139.983
256,2SEsRxNSXidnMOZoTEzX1k,Tattoos on This Town,Jason Aldean,My Kinda Party,61,0.0181,0.359,0.784,2.72e-05,-4.404,78.494
257,3VA8T3rNy5V24AXxNK5u9E,King of Anything,Sara Bareilles,Kaleidoscope Heart,62,0.461,0.676,0.762,0.0,-4.172,119.003
258,36QG29bbGuJkxNgzY6o9Mu,Love-Hate-Sex-Pain,Godsmack,The Oracle (Deluxe Edition),62,6.07e-05,0.215,0.911,3.47e-06,-4.715,183.535
259,0j55p8YRAPG8yajtNyjt6A,Hold You - Hold Yuh,Gyptian,Hold You,70,0.321,0.69,0.621,2.81e-05,-3.583,66.858
260,2Msuiqt9sZojSKLVZcJp1l,Chop Chop Slide,Insane Clown Posse,Bang! Pow! Boom! Nuclear,63,0.113,0.964,0.785,5.39e-06,-2.222,122.997
261,60OKW0mZiPFHVpHl3eHueg,Fix Me,10 Years,Feeding The Wolves (Deluxe Version),61,0.0012,0.448,0.84,0.0,-3.939,157.975
262,454JIJlQ8GvrCoBvSfq3KA,Country Must Be Country Wide,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),60,0.0249,0.409,0.765,6.16e-06,-5.696,83.093
263,6dU5RxthbuaN31bRbEDlNw,Everlasting Light,The Black Keys,Brothers,60,0.127,0.641,0.582,0.00632,-6.554,181.039
264,1DBY6dR3WJY10KGtZxVGua,Vamos a Darle Con Todo,Los Inquietos Del Norte,Vamos a Darle Con Todo,65,0.223,0.603,0.645,0.0,-3.956,127.592
265,0nCZDQrlWA149QdGTdlsFU,One Day,Matisyahu,Light,59,0.198,0.346,0.61,0.0,-5.818,68.552
266,2Im64pIz6m0EJKdUe6eZ8r,Lost In The World,Kanye West,My Beautiful Dark Twisted Fantasy,65,0.115,0.608,0.746,0.0087,-5.249,117.072
267,4WnY4W5KrqglCdIus8X9Bo,You Don't Know Her Like I Do,Brantley Gilbert,Halfway To Heaven (Deluxe Edition),60,0.022,0.49,0.716,0.00048,-6.681,74.988
268,4AwgFDiynuu52p5xtpRlNG,Cumbia Sampuesana,La Luz Roja De San Marcos,Los Exitos Mas Calientes,64,0.0418,0.757,0.666,0.0146,-5.387,97.414
269,0umDVf77ygI5RiVp9OvNDj,Pyro,Kings of Leon,Come Around Sundown (Expanded Edition),69,0.00757,0.365,0.606,0.052,-7.174,114.995
270,6TdjL9oRhA9YuddwXZkw1B,To Catch a Predator,Insane Clown Posse,Bang! Pow! Boom! Nuclear,62,0.177,0.532,0.934,0.0,-3.582,177.795
271,2nZ33CKRbgpJQJJQKHuGXb,Plastic Beach (feat. Mick Jones and Paul Simonon),Gorillaz,Plastic Beach,67,0.00252,0.537,0.893,0.0211,-5.459,183.78
272,3HBZIY3FVzXu6YjhExNqWe,Vixen,Miguel,All I Want Is You,63,0.392,0.427,0.499,0.0,-6.213,82.523
273,4KKuTZghPZvjDoMBIIR2g1,Te Recordaré,El Trono de Mexico,Quiero Decirte Que Te Amo,66,0.133,0.724,0.591,7.46e-05,-5.277,135.144
274,7Hr1Ignop7cymbE3FbOtXa,So Far Away,Avenged Sevenfold,Nightmare,67,0.00847,0.286,0.703,7.39e-05,-4.491,151.297
275,4rdE7Rtddm0BXwj6RBFSxL,Hallelujah,Ryan Bingham,Junky Star,61,0.735,0.615,0.41,4.52e-05,-12.057,128.855
276,7vWFaMq63AwkFDhS2OAg5u,The Time (Dirty Bit),Black Eyed Peas,The Beginning (Deluxe),72,0.0662,0.816,0.813,2.77e-06,-7.798,127.979
277,3BXe9ZWHc05Ejzo51NuQVG,Whole Damn Town,Turnpike Troubadours,Diamonds & Gasoline,59,0.000305,0.577,0.735,5.98e-06,-5.425,130.055
278,3rCNmRonlHN1TXQLcG3dSk,Hell Of A Life,Kanye West,My Beautiful Dark Twisted Fantasy,65,0.00142,0.449,0.813,0.000172,-5.478,177.962
279,2SUpC3UgKwLVOS2FtZif9N,Carry on Wayward Son,Kansas,The Essential Kansas,64,0.00283,0.452,0.788,0.000116,-5.712,126.739
280,5jdGLLEA1e85jy9VYdggoP,Crave You - Adventure Club Remix,Flight Facilities,Crave You (Remixes),62,0.00595,0.643,0.693,0.000118,-5.645,140.0
281,6VQ2fI8goSX8mpSvytXkXR,Idilio,Willie Colón,Mis Favoritas,73,0.552,0.527,0.715,0.00622,-8.309,93.979
282,2cmRpmO04TLaKPzmAzySYZ,Dance Yrself Clean,LCD Soundsystem,This Is Happening,63,0.00557,0.739,0.611,0.725,-9.829,98.004
283,3l4cnZdtNbVZgV3ICYh1Ni,Every Girl,Turnpike Troubadours,Diamonds & Gasoline,59,0.00631,0.482,0.844,0.0,-4.488,174.963
284,42k1KeBehAd83lrGt1okiC,Loca (feat. El Cata),Shakira,Sale el Sol,71,0.342,0.8,0.692,1.92e-06,-5.57,112.002
285,2ISUiwj8xXqHeUFcen0AIU,Grow A Pear,Kesha,Cannibal (Expanded Edition),62,0.0154,0.863,0.667,0.000341,-3.891,120.011
286,2r6DdaSbkbwoPzuK6NjLPn,Can't Be Tamed,Miley Cyrus,Can't Be Tamed,67,0.0287,0.63,0.91,0.0,-2.919,116.98
287,2QTDuJIGKUjR7E2Q6KupIh,Test Drive - From How To Train Your Dragon Music From The Motion Picture,John Powell,How To Train Your Dragon (Music From The Motion Picture),67,0.0249,0.259,0.583,0.978,-9.489,111.153
288,3SwlakM6VX47IwG0Wll5ek,Promiscuous,Nelly Furtado,The Best of Nelly Furtado (Deluxe),59,0.0536,0.807,0.97,6.6e-05,-6.056,114.297
289,5ZiTzbMB53mIiP3I4uQCmt,Ritual,Ghost,Opus Eponymous,62,0.0882,0.671,0.867,3.29e-05,-5.194,132.01
290,6GgPsuz0HEO0nrO2T0QhDv,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),61,0.00544,0.76,0.595,0.0,-6.366,131.497
291,4cyYC67XY3weSVmSLdKLP8,Taboo,Don Omar,Meet The Orphans,72,0.0449,0.43,0.886,0.0,-5.811,187.38
292,454h9zAIuTe1eJyw9iTnj4,Man Down,Rihanna,Loud,61,0.0406,0.479,0.906,0.0,-4.03,155.887
293,51HpNM8RKewP5PAuBLqXwy,All American Nightmare,Hinder,All American Nightmare,60,0.000773,0.47,0.948,0.000373,-3.708,82.491
294,4JyacVQ1oCFXpnZkDuH5x4,Estoy Enamorado,Wisin & Yandel,"Los Vaqueros, El Regreso",68,0.295,0.747,0.716,0.0,-6.037,100.863
295,7hZuICN5eaCuQyp443RCt6,Dear John,Taylor Swift,Speak Now,59,0.166,0.589,0.47,1.45e-06,-5.32,119.386
296,28M2gifMU282QBM3fKajIS,Haunted,Taylor Swift,Speak Now,59,0.0826,0.436,0.95,1.08e-06,-2.627,162.088
297,4h0EXpatqJImv4VRgvX6po,Last Kiss,Taylor Swift,Speak Now,59,0.57,0.371,0.341,3.09e-05,-9.475,89.038
298,0t7kjpVLgOYITrSfFCoBEA,Gee,Girls' Generation,Oh! - The Second Album,68,0.281,0.756,0.93,0.0,-1.082,99.988
299,6njppEOeoUxbEx1BAXsF8p,Erase My Scars,Evans Blue,Evans|Blue,62,0.012,0.476,0.923,0.0157,-3.905,147.935
300,4rwpZEcnalkuhPyGkEdhu0,Scary Monsters and Nice Sprites,Skrillex,Scary Monsters and Nice Sprites EP,61,0.00336,0.523,0.944,0.557,-3.581,139.997
301,1V4Bq9kYHMk9yILUp5z3o3,Waiting for the End,Linkin Park,A Thousand Suns,59,0.0415,0.487,0.961,1.15e-06,-4.139,170.005
302,7iLY7fJbcWWIvXRbKZX0AY,Take Your Shirt Off,Millionaires,Cash Only,64,0.131,0.611,0.873,0.0,-4.456,147.001
303,1Uy7p71RYE0uRvA6Kirr3O,Terrenal,Julión Álvarez y su Norteño Banda,Ni Lo Intentes,71,0.7,0.581,0.43,0.0,-4.817,81.969
304,2mei1NCzlPpkh98PzEqc4N,Memoir #02 [06.12.09],Maria Pseftoga,Memoir #02 [06.12.09],67,0.958,0.204,0.0228,0.945,-16.438,70.874
305,12oxsGACfwMozi4nK9noGQ,Suffocation,Crystal Castles,Crystal Castles (II),68,0.00251,0.543,0.705,0.0341,-5.779,119.942
306,4ozBdncjTFpDqzpREZ4LR4,My Body - 2020 Remaster,Young the Giant,Young The Giant (10th Anniversary Edition),60,0.000573,0.486,0.9,0.000314,-6.482,130.0
307,0ultN7TRlSdYf7dD37szrT,El Tamarindo,Los Buitres De Culiacan Sinaloa,Los Buitres Con Tololoche,66,0.415,0.657,0.679,0.0,-4.266,164.824
308,3sl4dcqSwxHVnLfqwF2jly,Hello (feat. Dragonette),Martin Solveig,Hello,62,0.0135,0.666,0.975,0.000925,-3.47,128.005
309,3d8PDk3B4am5c6TsUCznUW,Shut It Down,Drake,Thank Me Later,59,0.411,0.59,0.434,0.0,-9.298,119.905
310,1nCSr7oGeUv7sUEoYuAJFF,Remember When,Alan Jackson,34 Number Ones,62,0.709,0.558,0.314,0.000319,-10.623,125.59
311,2GtaNlidzvK3hY78kCdsHa,Marijuana,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,61,0.829,0.673,0.403,0.829,-9.809,140.986
312,1r0XfrhdG6bsiS4oe1QM96,A Year Without Rain,Selena Gomez & The Scene,A Year Without Rain,60,0.0102,0.629,0.806,1.72e-05,-5.264,119.966
313,780W6YW5HFANQLR77Owern,"When She Loved Me - From ""Toy Story 2"" / Soundtrack Version",Sarah McLachlan,Toy Story Favorites,62,0.984,0.386,0.175,0.0,-12.038,67.195
314,0cNJ3huiV99wvUN1tmQLTL,"Beamer, Benz, Or Bentley",Lloyd Banks,H.F.M. 2 (Hunger For More 2),59,0.00402,0.652,0.671,2.89e-05,-5.376,159.963
315,4KykoaJQ5UxjCpp3lYkvTE,Liquor Store Blues (feat. Damian Marley),Bruno Mars,Doo-Wops & Hooligans,63,0.113,0.691,0.828,0.0,-3.909,75.519
316,2OmiwB4h9a9sATzzrTQ7nP,Ughh(She Nasty),Big Hooch,Ughh(She Nasty),58,0.196,0.745,0.767,0.0,-4.829,139.871
317,3FrX3mx8qq7SZX2NYbzDoj,Who's That Chick? (feat. Rihanna),David Guetta,Who's That Chick?,59,0.00372,0.675,0.601,0.0,-4.733,127.938
318,2PJhATOD9dWsevezmfjoMA,Nowhere To Run,Stegosaurus Rex,The Dino Soars,65,0.678,0.809,0.668,0.0147,-6.936,119.976
319,0Q10r6aIqGqeUdl6tY8wc7,Girls,MARINA,The Family Jewels,62,0.0246,0.666,0.873,2.6e-06,-5.072,114.006
320,1nrXPF5szKZhHr0iANiPcS,"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",Donna Murphy,Tangled,62,0.826,0.55,0.332,0.0,-10.683,110.539
321,2Xh7dyCHCErCv3PmdVEGw4,Rabiosa (feat. Pitbull),Shakira,Sale el Sol,70,0.062,0.834,0.823,0.0,-4.918,133.039
322,7v0hKO3RYhEXt2EPXf4AOS,Show Me A Good Time,Drake,Thank Me Later,58,0.0386,0.667,0.734,0.0,-6.064,128.318
323,5MyEACD2kRFeh231Z6FkdE,Bombos y Tarolas,Cartel De Santa,Sincopa,58,0.00248,0.894,0.65,0.00869,-4.956,87.982
324,6IUiqtI8tE49sqGbmtrNd8,There Goes My Baby,USHER,Raymond v Raymond (Expanded Edition),61,0.175,0.626,0.52,0.0,-8.077,77.468
325,60c0p6GGnuwdKcQnmuM2zC,I'll Always Remember You,Hannah Montana,Hannah Montana Forever,66,0.0486,0.418,0.721,0.0,-2.736,144.063
326,2cLvZokGgikrGmY6XIzztS,Every Lie,My Darkest Days,My Darkest Days,62,0.000807,0.578,0.938,0.0,-3.163,112.031
327,6bNB5gxFX6Q87DbQWb8OWZ,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,Listen Up! The Official 2010 FIFA World Cup Album,70,0.0062,0.758,0.871,0.0,-6.408,126.994
328,74tQaH4CxM5Rs9BzerEbHr,"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,Camp Rock 2: The Final Jam,65,0.46,0.513,0.496,0.0,-6.049,113.072
329,6K07Ahf6V7CAQn0ikrOztl,So Appalled,Kanye West,My Beautiful Dark Twisted Fantasy,64,0.255,0.64,0.754,0.0,-5.873,87.15
330,2tP2rytUFVm6lhCznfLbv6,Falling,Iration,Time Bomb,57,0.00765,0.799,0.416,2.07e-06,-9.547,125.01
331,4s7DK08ZqqU5EnjvQ6Vlle,Hasta Abajo,Don Omar,Meet The Orphans,61,0.432,0.697,0.919,0.0206,-3.867,179.988
332,0eUzRaG60gimqQJ02oSUnH,Roman's Revenge,Nicki Minaj,Pink Friday,61,0.518,0.809,0.947,0.0,-2.868,112.377
333,3fRIuTih8bzc0vtY9fHhvF,Talento De Televisión,Willie Colón,Mis Favoritas,75,0.701,0.779,0.796,3.99e-05,-6.675,104.947
334,74HYrIbnpc2xKCTenv5qKM,Window Seat,Erykah Badu,New Amerykah Part Two: Return Of The Ankh,62,0.648,0.643,0.535,0.00213,-6.795,82.193
335,27OazZsnF6N1Hp75pCmBNI,No Me Conoces Aún,Palomo,Serie Diamante- 15 Súper Éxitos,58,0.161,0.655,0.624,4.09e-06,-5.795,162.167
336,1T1C9VVQ1lb60WxWZx7KoG,I Won't Let Go,Rascal Flatts,Nothing Like This,58,0.742,0.557,0.406,0.0,-7.083,131.96
337,65PXVu64xyXCpKczg4K9Cz,El Centenario,Los Tucanes De Tijuana,15 Primeros Exitos Vol. 1,63,0.384,0.507,0.569,0.0,-5.379,185.619
338,2rQyI7A1yTvTXJ9J4qFmmN,Mud On the Tires,Brad Paisley,Hits Alive,60,0.294,0.448,0.824,3.81e-05,-5.508,185.217
339,7iuU9NU6rhcWNYJ1KjylTO,Lead Me,Sanctus Real,Pieces Of A Real Heart,60,0.0266,0.314,0.644,0.0,-4.646,198.063
340,4H1aZMAqnzICsnFVDf6Lxc,Love I,The Green,The Green,59,0.378,0.848,0.463,0.0,-9.009,133.0
