,track_id,track,artist,album,track_popularity,acousticness,danceability,energy,instrumentalness,loudness,tempo
341,1Agu4u8a8Qm28zq5JtwaVv,¿A Dónde Vamos A Parar?,Marco Antonio Solís,En Total Plenitud,71,0.458,0.383,0.482,0.00381,-4.979,143.916
342,54rKMg72DsfDUaYjL83Jm8,Fade Away,Rob Baird,Blue Eyed Angels,59,0.369,0.563,0.529,2.24e-05,-6.495,148.074
343,5LZ0ZCRXrklIpnzn4Tcyde,Unforgettable,Drake,Thank Me Later,58,0.103,0.546,0.87,0.0,-5.107,156.145
344,1I7JVzjG70FM9NrgSY5von,Wait so Long,Trampled by Turtles,Palomino,58,0.506,0.257,0.921,5.57e-06,-5.907,189.53
345,58rgceeiYu1wFneDP2j5LJ,Ando Bien Pedo,Banda Los Recoditos,Ando Bien Pedo,65,0.524,0.74,0.849,0.0,-3.171,165.91
346,18vVJsD68uh386vlZWwO3d,Worldwide,Big Time Rush,BTR,58,0.0735,0.531,0.771,0.0,-6.162,159.973
347,41KPpw0EZCytxNkmEMJVgr,One - Radio Edit,Swedish House Mafia,One (Your Name),63,0.0075,0.802,0.781,0.825,-6.564,125.026
348,35tzV4obq7W6oOWjpDmbAG,Good Corn Liquor,The Steeldrivers,Reckless,58,0.55,0.588,0.723,0.0609,-5.351,133.812
349,635K4hTo5J8d7q8qhfcTMH,The Boy Who Could Fly,Pierce The Veil,Selfish Machines,59,0.00247,0.473,0.976,0.00329,-4.498,105.043
350,5PtEpuVX03k9bOUwilL5EO,Punching In A Dream,The Naked And Famous,"Passive Me, Aggressive You",63,0.00201,0.473,0.883,0.000967,-3.65,115.048
351,32fmQsWSAaDas2MJRyMSGG,The Ghost Inside,Broken Bells,Broken Bells,62,0.0571,0.869,0.7,0.414,-4.966,103.983
352,2LPylucYoLXRY9dGaUXYlg,En Cambio Tú,Tierra Cali,Maldito Amor,62,0.289,0.815,0.712,0.0203,-6.9,132.59
353,2qWPIc4TfXwTzw8cTNxgoI,La Ley del Monte,Vicente Fernández,Un Mexicano en la México,66,0.308,0.64,0.393,0.0129,-4.333,105.605
354,1KcECJIr0lCMA30DO8VTlv,Beacon,Matt Duncan,Beacon,63,0.415,0.716,0.454,0.000223,-7.367,86.002
355,7k0ahlHosIWblaaIsEqJ8M,She's Like Texas,Josh Abbott Band,She's Like Texas,57,0.582,0.501,0.523,0.0,-6.906,156.108
356,0qeKzbUsW0V4ZWRJrHNiD3,Bad Boys (Theme from COPS),Inner Circle,Blazzin' Fire,72,0.236,0.781,0.722,0.000398,-8.376,87.858
357,5RhxBpoCwX2vLBcSJzYa5j,Round & Round,Selena Gomez & The Scene,A Year Without Rain,62,0.00265,0.545,0.686,0.0,-4.081,127.996
358,2TNPagu8Z4zvDOpmnktF00,Warrior,Disturbed,Asylum (Deluxe Edition),64,1.16e-05,0.549,0.969,0.106,-2.763,101.055
359,1ubvV5ECkm6nSI6g1HmbBK,Dear John,Taylor Swift,Speak Now (Deluxe Edition),57,0.166,0.589,0.47,1.45e-06,-5.32,119.386
360,25G8NNFBnjXgWCGtyPa1Ax,Pop The Trunk,Yelawolf,Trunk Muzik 0-60,59,0.0995,0.912,0.673,0.0,-8.91,120.157
361,3lSOZb5rruEnFbe9xWELF6,Rue des trois frères,Fabrizio Paterlini,Fragments Found,67,0.959,0.348,0.169,0.889,-18.45,138.877
362,50Jd7tX7dMu79Oknn7sXSW,Compartir,Carla Morrison,Mientras Tú Dormías,72,0.549,0.504,0.311,1.31e-06,-10.594,207.019
363,6o8ELmIvIxADEZnRWmDjjM,The Family Jewels,MARINA,The Family Jewels (Deluxe),64,0.682,0.775,0.552,0.0,-5.271,111.929
364,6kblAEj0T0312fv5QWsXzo,Congratulations,MGMT,Congratulations,61,0.439,0.761,0.637,0.0082,-8.169,125.115
365,6fIvjDuusQK59brMgHV9qb,This,Darius Rucker,"Charleston, SC 1966",59,0.121,0.625,0.826,0.0,-5.037,99.919
366,2kUkZRk6U2GaJq0z5SsKWz,Better Off This Way,A Day To Remember,What Separates Me From You,60,9.33e-05,0.38,0.965,0.0,-3.442,160.061
367,75VVIB2x1h6BfxD2PqOO57,"Healing Incantation - From ""Tangled""/Soundtrack Version",Mandy Moore,Tangled,62,0.92,0.366,0.0279,0.0,-22.55,167.751
368,5iItYl3Q6wCnKVfpK1uNVf,The Suburbs,Arcade Fire,The Suburbs (Deluxe),66,0.0565,0.619,0.686,0.0237,-6.125,117.777
369,14LtANuaslKWyYbktUrHBU,Enchanted,Taylor Swift,Speak Now (Deluxe Edition),57,0.0739,0.455,0.623,0.000424,-3.878,163.893
370,6oo0HD3mrcYtzApYeYsS4L,Freight Train,Alan Jackson,Freight Train,65,0.494,0.706,0.757,7.63e-05,-7.543,120.967
371,6XDBA3QWX51lDJ0oZbaJJN,Long Live,Taylor Swift,Speak Now,57,0.036,0.418,0.68,7.59e-05,-4.3,204.125
372,4zy1s9GnxWsNzZp1688euA,Addicted to You,Shakira,Sale el Sol,72,0.0407,0.891,0.809,0.136,-5.753,126.023
373,372rbkxOwppdwGBF0wDXow,Whistlin' Dixie,Randy Houser,They Call Me Cadillac,58,0.155,0.627,0.792,0.0628,-4.419,159.044
374,6LUfuyLgvgqrykiTE6sJHY,Stylo (feat. Mos Def and Bobby Womack),Gorillaz,Plastic Beach,65,0.00604,0.686,0.751,0.000849,-5.747,100.222
375,7aAEJfIzJUUSRXQNz2JzfO,GHOST!,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,59,0.0494,0.516,0.708,4.6e-06,-4.465,89.938
376,2E1RGgFtr1X4H6glXOtABo,Fly,Nicki Minaj,Pink Friday,63,0.0148,0.665,0.848,0.000118,-4.926,119.897
377,2R3heksil8zmzSFUwYQIPC,Empathy,Crystal Castles,Crystal Castles (II),69,0.12,0.511,0.903,0.515,-5.523,109.958
378,4EndPA8b6FDWYp1RgsnLEB,Blame Game,Kanye West,My Beautiful Dark Twisted Fantasy,63,0.306,0.419,0.581,6.3e-05,-5.964,80.305
379,7eensGADN6jTkmrtPPFcBO,Enhorabuena,Fidel Rueda,Te Voy A Amar,70,0.632,0.852,0.292,1.11e-06,-6.724,140.006
380,4aPRuTsiG7B4owTTF8Dm3U,Love The Way You Lie (Part II) - Pt. 2,Rihanna,Loud,59,0.327,0.486,0.839,0.0,-4.5,165.948
381,4OQq1bcP12GQQXJNupxqfR,again,YUI,HOLIDAYS IN THE SUN,67,0.046,0.595,0.83,0.0,-3.836,139.922
382,0H7ROR8cZTsh6YUgnlqjM2,Ghosts Of Mississippi,The Steeldrivers,Reckless,58,0.45,0.32,0.723,0.0166,-6.164,175.331
383,3Rc2ajBMInxeNGVkMPC92Y,Dancing On My Own,Robyn,Body Talk Pt. 1,57,0.0587,0.678,0.871,0.249,-4.781,117.029
384,0iWCpaSaiIZVPSqjZ9YB5L,Million Dollar Houses (The Painter),Pierce The Veil,Selfish Machines,58,0.00726,0.516,0.888,0.0,-4.715,114.028
385,697zIbTO0LMhupzGblYREm,Imported Goods,Action Bronson,Imported Goods,61,0.16,0.619,0.937,0.0,-5.835,93.294
386,2EdZIRMxTX4lfbGzLLRh8f,2nd Sucks,A Day To Remember,What Separates Me From You,59,0.000133,0.494,0.989,1.61e-06,-4.369,140.017
387,15AbuFJdFrbINydSMSqVhV,Aléjate de Mí,Camila,Dejarte De Amar,72,0.159,0.464,0.536,0.0,-8.372,145.772
388,5I0SHuT00cgXe7F2MUzEyH,En Preparacion,Gerardo Ortiz,Ni Hoy Ni Manana,64,0.536,0.732,0.87,0.0,-2.252,118.034
389,0dyWQoMOU9oERL6c9vxtRp,25 To Life,Eminem,Recovery,63,0.239,0.701,0.931,0.0,-0.945,79.996
390,2auNjgM4xIOANxtZT4Xe9z,Pensando en Ti,Canserbero,Vida,75,0.597,0.434,0.758,2.93e-06,-4.807,178.589
391,73tgFzBug5Ifk1Retdtwk7,Fireworks,Drake,Thank Me Later,57,0.433,0.55,0.758,0.0,-6.472,89.368
392,5fF0fb0VFihGDHFshDLi2Z,Mi Bendición,Juan Luis Guerra 4.40,Asondeguerra,72,0.782,0.826,0.439,0.0,-6.895,124.758
393,0jkGkwy510cvhy0jYPFme4,"Kingdom Dance - From ""Tangled""/Score",Alan Menken,Tangled,63,0.0904,0.239,0.614,0.403,-9.819,155.658
394,3AqcBOSlJF7xMgvLpQoa3c,Toot It And Boot It,YG,Toot It And Boot It,57,0.127,0.8,0.536,0.0,-9.533,95.03
395,7ENNmSQQajwKTPX0m7ejYA,Tragos Amargos,Ramon Ayala Y Sus Bravos Del Norte,Cruzando Fronteras,56,0.544,0.568,0.498,3.7e-06,-5.75,155.121
396,2ZhswJTKMkNNTAjrTmPhOJ,Knives and Pens,Black Veil Brides,We Stitch These Wounds,62,0.000351,0.417,0.976,0.000117,-4.696,186.081
397,4Dio1t8RHzLv1nfPJTSZyP,Whip My Hair,WILLOW,Whip My Hair,62,0.00159,0.552,0.98,0.00552,-4.676,162.961
398,7bNX2Fgb4MjPrYbkHaCNwV,Roll With It,Easton Corbin,Easton Corbin,57,0.106,0.709,0.654,0.0,-7.753,119.989
399,1EQn3Uc5AyUXoiPLeyCrrg,Ours,Taylor Swift,Speak Now (Deluxe Edition),57,0.537,0.608,0.569,0.0,-7.227,159.845
400,5gZ8nTiDCrI6IIk447z04i,What?,Rob Zombie,Hellbilly Deluxe 2 (Special Edition),59,0.00257,0.551,0.976,0.000191,-2.796,139.995
401,1AgQqthiTBuJBzkv0o5cFT,The Sex Is Good,Saving Abel,Miss America,58,0.102,0.757,0.634,0.0,-7.993,119.985
402,11UaQaEp2LvdspTyyuE3ur,Haunted,Taylor Swift,Speak Now (Deluxe Edition),57,0.0826,0.436,0.95,1.08e-06,-2.627,162.088
403,1wJL1A0QUHJPf2cm7tsrdw,Never Grow Up,Taylor Swift,Speak Now,56,0.819,0.714,0.305,0.0,-8.837,124.91
404,1U8Ho1nOzKXYDvfigOuHG4,Kush - Main,Dr. Dre,Kush,66,0.000622,0.444,0.866,4.72e-05,-6.217,94.968
405,1NpDnkQO0yWxTtntrC0UNz,California King Bed,Rihanna,Loud (Japan Version),70,0.25,0.452,0.571,0.0,-3.992,169.899
406,0L5WGmfuDp4JgbOnv3eqOg,Enfantillages pittoresques: II. Berceuse,Erik Satie,"Satie: Complete Piano Works, Vol. 2/2",64,0.987,0.44,0.00217,0.958,-44.761,126.92
407,49rnuaQOpoTeKe0PA5nKdo,Daddy's Lambo,Yelawolf,Trunk Muzik 0-60,58,0.0259,0.779,0.725,0.0,-7.128,131.997
408,4mGJcOKQhmISIWgQ3xCiLB,Til I Forget About You,Big Time Rush,BTR,56,0.00632,0.568,0.865,0.0,-3.653,122.014
409,4iMDkH8t3Sooaj3uCzpYP2,Can't Be Friends,Trey Songz,"Passion, Pain & Pleasure (Deluxe Version)",59,0.0665,0.451,0.586,0.0,-7.975,171.842
410,0nzsQbMirivcvRc6rNfXSp,Born Free,Kid Rock,Born Free,57,0.00637,0.592,0.917,1.3e-06,-1.278,127.439
411,6T2y5WeZ71xB2N5OcvVkBI,Autorízame,Alfredo Olivas,El Patroncito,71,0.482,0.662,0.556,1.58e-06,-4.462,143.295
412,6Ng777bqg8fwA7N7GyUDYm,Aunque Te Duela,Fidel Rueda,Cumpliendo Un Sueño,69,0.521,0.817,0.656,0.0,-5.427,94.976
413,48rJQa3TdMfnPJxh1oPxsZ,El Prostipirugolfo,Los Titanes De Durango,15 Exitos,66,0.289,0.757,0.93,1.08e-06,-3.848,127.47
414,6ej1QJ8eIYmhsyTlvgDajy,Where I Come From,Alan Jackson,34 Number Ones,58,0.22,0.726,0.631,0.0,-8.136,124.711
415,4rQSLX4qMiUWL81hEQOuPY,"Forever and Ever, Amen",Randy Travis,Top 10,61,0.303,0.701,0.68,1.51e-05,-8.492,90.607
416,0ob3zPIGXWwg2hyXJNs3Ct,La Carcacha,Selena,La Leyenda (Version Super Deluxe),62,0.13,0.696,0.8,0.0,-5.635,182.061
417,4N60XfcTE1ysLZGbYgnYXq,Mean,Taylor Swift,Speak Now (Deluxe Edition),57,0.452,0.568,0.761,0.0,-3.987,163.974
418,2zJZwWF7BTGIIvrAlgzJEx,Whatcha Say,Jason Derulo,Jason Derulo (Deluxe Audio),61,0.0444,0.615,0.711,0.0,-5.507,144.036
419,5lEsM6qpuzuZwij6jIZPvP,Big Time Rush,Big Time Rush,BTR,56,0.0273,0.599,0.888,0.0,-2.931,121.05
420,6HfFLqjxyFJYx1V0olSKof,Back Down South,Kings of Leon,Come Around Sundown (Expanded Edition),61,0.0634,0.476,0.619,0.00075,-7.221,117.113
421,6jAsmDJI8iPhGWtS27kZ67,Only Girl (In The World),Rihanna,Loud,59,0.102,0.786,0.716,1.72e-05,-4.253,125.921
422,7jfTJEqK3t32IUvkyvjya9,Y Si Volviera a Nacer,Los Alegres de la Sierra,15 Exitos,61,0.496,0.688,0.591,0.0,-2.277,116.626
423,1hFB1obL3dCyIDigkojSTm,Lollipop,The Chordettes,The Chordettes' Best,59,0.585,0.65,0.593,0.00244,-6.374,143.179
424,2vtB7ASUDlJkTB7sn1yugu,Comandos Del M.P (500 Balazos),Voz De Mando,Con La Nueva Federación,60,0.255,0.854,0.857,0.0,-2.498,116.996
425,0f73zOCdBx6ZPdiBjwN1AP,Little White Church,Little Big Town,The Reason Why,57,0.13,0.667,0.878,0.0,-4.797,107.024
426,01oPNCtTniFT3YM4K3ksTf,Opposite of Adults,Chiddy Bang,The Preview,56,0.011,0.674,0.899,0.0,-5.115,95.999
427,7lxADouiWFkwR7ZV2GKUcH,Back To December,Taylor Swift,Speak Now (Deluxe Edition),56,0.117,0.529,0.67,0.0,-4.663,141.893
428,3nMb7ToWIxYvmaIG20z6ux,Tonight (I'm Fuckin' You),Enrique Iglesias,Euphoria,67,0.0294,0.648,0.89,3.58e-06,-3.982,125.953
429,2opyAm6zOyjR0An5LkblfN,Make Me Wanna Die,The Pretty Reckless,Light Me Up,56,0.00227,0.495,0.905,3.29e-06,-3.768,97.106
430,7AsqUKKbPMxOFNIbRLBxHt,Halfway Gone,Lifehouse,Smoke & Mirrors (Deluxe),56,0.000449,0.543,0.919,0.0,-4.831,125.023
431,0TS39lEQ4hh1t1ACiGHayk,Medias Negras,Grupo Innovacion,Exitos Y Cumbias,60,0.399,0.571,0.803,0.0,-5.219,169.582
432,1q8E1FfFuhd12c5JcJwPxQ,Sparks Fly,Taylor Swift,Speak Now (Deluxe Edition),56,0.0396,0.605,0.787,1.42e-06,-3.002,114.987
433,1DyV9obL0pPibOjW5ufg15,Stuck In The Moment,Justin Bieber,My World 2.0,65,0.165,0.721,0.698,0.0,-6.353,89.987
434,4Fqy2uZfTgX41UXWRcYqLk,Whore,Get Scared,Best Kind Of Mess,59,3.09e-05,0.527,0.95,0.0,-5.025,112.524
435,35DciiuaU8Lut9EkrlP4wR,"Oh, Tonight (feat. Kacey Musgraves)",Josh Abbott Band,She's Like Texas,57,0.336,0.567,0.642,0.0,-4.836,150.071
436,610FzmkhFSsORpECZbjT4X,Bill Gates,Lil Wayne,I Am Not A Human Being,56,0.274,0.564,0.798,3.44e-05,-5.392,90.67
437,2bnDTGikdoO8CwzlAPyBHR,"Airplanes, Pt. II (feat. Eminem & Hayley Williams of Paramore)",B.o.B,B.o.B Presents: The Adventures of Bobby Ray,61,0.00325,0.665,0.878,0.0,-4.745,93.047
438,2u02eLj96Atd6TBxkH9YvN,S&M,Rihanna,Loud,58,0.0113,0.766,0.682,0.00016,-5.02,127.966
439,5RJ6UcbfdyH9zA57IAK9vO,Estrategia De Escape,El Movimiento Alterado,Carteles Unidos,63,0.583,0.812,0.665,0.0,-5.362,122.581
440,6qXdC5KUAii87YnD9MOGG9,Over My Head (Cable Car),A Day To Remember,Attack Of The Killer B-Sides,58,0.000329,0.549,0.928,1.35e-06,-5.13,130.018
441,2OqI9fjaLeXnphj1Vcs1bi,I Can Talk,Two Door Cinema Club,Tourist History,58,2.71e-05,0.474,0.753,0.0987,-5.058,162.923
442,3kNVYo6BJE9AENxzokM9YC,Muerte En Hawaii,Calle 13,Entren Los Que Quieran,74,0.789,0.675,0.588,0.0,-7.168,79.989
443,59b6JxeyqIA428dgXU11iW,Con Clavi Con Dio,Ghost,Opus Eponymous,58,0.0901,0.524,0.957,0.273,-5.876,129.939
444,3oUphdZVPyrsprZ8FgbmQS,I Need A Dollar,Aloe Blacc,Good Things,69,0.199,0.84,0.481,0.0,-7.123,95.497
445,4D6TpthzUVNTjWQqfBW5Kb,All Of The Lights (Interlude),Kanye West,My Beautiful Dark Twisted Fantasy,62,0.902,0.296,0.0792,0.591,-16.569,110.95
446,5o8OdhjVZSF2wCj7M8UpMN,Natural Born Killer,Avenged Sevenfold,Nightmare,61,0.000159,0.394,0.952,3.72e-05,-4.51,184.916
447,51v7yO07BdGgP6hv0OaDe2,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,John Powell,How To Train Your Dragon (Music From The Motion Picture),62,0.47,0.221,0.32,0.864,-11.829,103.511
448,6Z5k18VPZu4b1IaIQmbecn,La Ultima Sombra,Gerardo Ortiz,Ni Hoy Ni Manana,65,0.522,0.678,0.894,0.0,-2.093,115.13
449,72bYRsbeXkOLOWfbppe8qS,Set 'Em Up Joe,Jamey Johnson,The Guitar Song,56,0.186,0.606,0.51,0.000411,-10.566,127.689
450,4Zts9erRexAxILn5XjSwUN,Futile Devices,Sufjan Stevens,The Age of Adz,63,0.993,0.581,0.286,0.908,-18.645,140.188
451,5OpwZViQUOos3cSrEo5qXv,Elephant,bôa,Twilight,60,0.299,0.19,0.783,0.00243,-7.796,174.27
452,1igtKwX3EHjN95HanbkHNg,Take Care,Beach House,Teen Dream,56,0.472,0.568,0.865,0.000425,-7.401,110.85
453,0Z7b5GlC70FAES1YduhhqQ,Rill Rill,Sleigh Bells,Treats,57,0.0384,0.468,0.811,1.46e-06,-3.44,72.987
454,774Vy9sPhpePjj0B7WHaG2,Prrrum,Cosculluela,El Príncipe [Ghost Edition],69,0.101,0.832,0.74,0.0,-4.862,90.045
455,1z33QOn2Hcq9SfI5pES25L,This War Is Ours (The Guillotine II),Escape the Fate,This War Is Ours (Deluxe Edition),61,0.00838,0.399,0.955,0.0,-5.593,95.498
456,6LZaxlycSWrJZ4Volb25qx,Mine,Taylor Swift,Speak Now (Deluxe Edition),56,0.00265,0.624,0.757,1.87e-06,-2.94,121.07
457,5WSL7UTa38jMWoBzObD4BD,I Can't Stop,Flux Pavilion,I Can't Stop,56,0.00108,0.524,0.601,0.601,-13.399,139.972
458,74WBGgUnpKrJXt6TETfR6Z,Never Grow Up,Taylor Swift,Speak Now (Deluxe Edition),55,0.819,0.714,0.305,0.0,-8.837,124.91
459,0LRrtw1MFASb7tgyHqVXnh,The New National Anthem,Pierce The Veil,Selfish Machines,57,0.0438,0.44,0.843,0.0,-5.019,155.087
460,7kNlRLC9PEH8nXMVawssMx,Won't Back Down,Eminem,Recovery,60,0.0133,0.478,0.951,2.21e-06,-2.347,179.978
461,4KZ9wj0K87t0Gdm7km9Yam,My Little Girl,Jack Johnson,To The Sea,64,0.85,0.858,0.0841,0.00563,-19.507,97.841
462,0czuy6siVgRPjgN2HRSLfb,Cielo De Estrellas,El Trono de Mexico,Quiero Decirte Que Te Amo,61,0.301,0.759,0.624,2.79e-05,-5.058,124.125
463,1lUQPlbxDG7x8O8rwbxTRt,Love Faces,Trey Songz,"Passion, Pain & Pleasure (Deluxe Version)",58,0.0599,0.654,0.599,0.0,-6.699,119.782
464,5AkZntfhC6IBpNtWyWTWhk,Nothin' on You (feat. Bruno Mars),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,66,0.386,0.688,0.853,0.0,-5.814,103.993
465,2EGF4JrisrJ4D4HOdTyYEO,Bulletproof Heart,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,61,0.00033,0.405,0.95,3.47e-06,-2.8,139.715
466,6TlCQBVenVdJWJknrVeCYr,Culiacán Vs. Mazatlán,Calibre 50,Renovar O Morir,64,0.398,0.722,0.899,0.0,-2.863,124.867
467,5Hgx4ssabqTTD1fmGFTmi2,Heaven Nor Hell,Volbeat,Beyond Hell / Above Heaven,62,0.000621,0.411,0.767,0.00842,-4.211,134.408
468,35QGdv6aFbIaLM0Ozr3rHt,B.M.F. (Blowin' Money Fast),Rick Ross,Teflon Don,58,0.0174,0.72,0.863,0.0,-4.226,139.98
469,09TlxralXOGX35LUutvw7I,End of Line,Daft Punk,TRON: Legacy - The Complete Edition (Original Motion Picture Soundtrack),63,0.000594,0.182,0.449,0.738,-11.344,195.86
470,5OhLBEgXp9TPGlnFw5pXeK,Besitos,Pierce The Veil,Selfish Machines,56,0.0029,0.438,0.95,0.0,-4.209,150.023
471,3QOmgrh6ElgcPKwOAnbwgu,The Best Day,Atmosphere,"To All My Friends, Blood Makes The Blade Holy: The Atmosphere EP's",56,0.358,0.882,0.624,0.0,-5.372,96.898
472,7vfvZp6KZJpxiaW6rI9ieM,I Got 5 On It,Luniz,Yukmouth Presents: 420,61,0.193,0.583,0.692,0.0,-7.932,174.141
473,30sRAEKuzybaAvhjEBmppp,Time > Breathe Reprise >,Greensky Bluegrass,All Access: Volume One,56,0.142,0.405,0.756,4.03e-05,-6.361,133.379
474,6Xw2FLih8m5ItDbyP992HH,U Smile,Justin Bieber,My World 2.0,64,0.504,0.705,0.59,0.0,-5.308,112.565
475,1TiPjfuaAbA3KgxzzweqIn,La Escuelita,Banda Los Recoditos,Ando Bien Pedo,61,0.568,0.871,0.616,0.0,-3.872,112.601
476,2HaUEu0wAO5AOT0UB3i0LO,Living In A Dream,Finger Eleven,Life Turns Electric (BonusTrack Version),60,0.00216,0.534,0.922,6.34e-05,-2.305,98.022
477,3HRQtRUYnnuZY7fE900XtJ,Don't Stop Believin',Journey,80s 100 Hits,63,0.254,0.495,0.781,0.0,-8.109,119.206
478,7ycimCRcIumouxBwgsymjz,This Is the Life,Two Door Cinema Club,Tourist History,55,5.44e-05,0.457,0.805,0.0123,-5.434,136.02
479,5M9kio8FEFiNKyTDGqksy2,The Bomb Dot Com V2.0,Sleeping With Sirens,With Ears To See And Eyes To Hear,56,4.25e-06,0.41,0.959,2.03e-06,-4.88,165.038
480,0wDbYIl4fN2mccHczCJqEf,Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),Sean Kingston,Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),61,0.335,0.792,0.808,0.0,-4.156,92.064
481,3nr48k3PusaqNAmWaGcdfv,Empathy,Crystal Castles,Crystal Castles (II),62,0.125,0.51,0.914,0.461,-5.512,109.975
482,7EjNvqolyU8YKutApPPwXe,Sueña,Intocable,Super #1's,63,0.298,0.378,0.666,0.0,-6.568,173.423
483,0Di5p4ItolIUZB8c2P0pvs,"Wouldn't Change a Thing - From ""Camp Rock 2: The Final Jam""",Demi Lovato,Camp Rock 2: The Final Jam,61,0.0753,0.359,0.883,0.0,-3.535,171.725
484,4qL4dgMQe6ywivehdTEjmW,Heart For Brains,Roar,I Can't Handle Change,59,0.814,0.342,0.219,0.000126,-13.086,178.593
485,1y6Y28gA3mNHSs7RDLrDKs,Gonna Get This,Hannah Montana,Hannah Montana Forever,59,0.0214,0.676,0.769,0.0,-3.513,100.02
486,1iNP2rLmcCCoXuqsjNkSE2,Soy Tu Amante Y Que,"Sergio Vega ""El Shaka""",Millonario De Amor,65,0.16,0.69,0.571,0.0,-1.9,140.143
487,6SoUUr6i1X0GReHinApeKI,Iridescent,Linkin Park,A Thousand Suns,55,0.198,0.484,0.727,0.00204,-6.107,120.066
488,7MMr2rAbKCecToZUbDAQg9,Beauty School,Deftones,Diamond Eyes (Deluxe),57,5.9e-05,0.397,0.9,0.024,-5.968,106.448
489,4jNQkWhuzqrbqQuqanFFJ6,Where Is My Mind,Maxence Cyrin,Novö Piano,64,0.906,0.333,0.114,0.96,-21.255,141.839
490,26iYJEimPCE0ozDlpj0UFN,Livin' On Love,Alan Jackson,34 Number Ones,59,0.163,0.705,0.669,3.41e-06,-5.974,118.539
491,1O7hDH3rrF8eyLxrpeoOfb,Casanova,Levert,The Best of Gerald Levert,56,0.0447,0.711,0.844,1.18e-05,-3.927,92.956
492,1VDXQhu7YGdbM6UeEIfsaX,Only Girl (In The World),Rihanna,Loud,56,0.113,0.788,0.71,1.22e-05,-4.24,125.919
493,4LjyEL2sAQU7QZPC6GuTf6,Bésame,Camila,Dejarte De Amar,68,0.0527,0.258,0.385,0.0,-8.143,174.167
494,2KBo6O5rkNdtYT3wYjkEkq,Fall In Love,Slum Village,"Fantastic, Vol. 2.10",60,0.0486,0.796,0.543,0.00584,-7.994,91.212
495,378mItCjQmneVWUNy4Vpce,I Don't Know,Ryan Bingham,Crazy Heart: Original Motion Picture Soundtrack (Deluxe Edition),56,0.111,0.531,0.721,0.288,-6.75,146.251
496,0NAT5pDG4XcYe9sUD3fR7k,Mi Ultima Carta,Prince Royce,Prince Royce,62,0.0711,0.737,0.854,0.0,-2.415,130.0
497,1UJNbgfTzG1gZZTWFJdMf1,Superfast Jellyfish (feat. Gruff Rhys and De La Soul),Gorillaz,Plastic Beach,61,0.0598,0.705,0.751,2.51e-06,-4.767,80.727
498,1k7lK8tjU5BPsXez7WEpg0,Revival,Deerhunter,Halcyon Digest,59,0.027,0.655,0.806,0.00482,-6.493,119.029
499,4tXBsD5sEzxlJjWCOz6qzs,The Catalyst,Linkin Park,A Thousand Suns,55,0.0372,0.56,0.925,0.0,-5.48,135.009
500,4XRZbiVdsA5qv6f6qP70lS,Love Like Woe,The Ready Set,"I'm Alive, I'm Dreaming (Deluxe)",55,0.139,0.697,0.775,0.0,-4.106,90.015
501,61HQWI1Woxup7CnGwVUsdI,Written in the Stars (feat. Eric Turner),Tinie Tempah,Disc-Overy,55,0.0587,0.644,0.945,0.0,-3.534,91.017
502,4YAtIop3U0HsJ7jE94BCmX,All The Way Turnt Up,Roscoe Dash,Ready Set Go!,54,0.000889,0.512,0.965,0.0,-2.862,132.007
503,2073QOEC8rBtSyTsRyaWiP,I Can Change,LCD Soundsystem,This Is Happening,59,0.00215,0.644,0.73,0.00178,-6.565,116.981
504,5LfDOTMc5zVt3RLvLkme3L,Angel Of The Night,The Steeldrivers,Reckless,55,0.567,0.517,0.737,0.00069,-5.737,122.783
505,68wTP3pPT5uAQsrwVX4DSS,Pray For You,Jaron And The Long Road To Love,Getting Dressed In The Dark,55,0.596,0.506,0.632,0.0,-5.983,139.957
506,3w6USSa8JTYJ8gXgqL5rys,The Sweetest Thing,JJ Grey & Mofro,Georgia Warhorse,55,0.111,0.609,0.568,0.000419,-7.925,103.566
507,29JkmIEHcUg0R4BQ8o4PmJ,Move Your Body,My Darkest Days,My Darkest Days,56,0.000502,0.626,0.897,0.0,-3.65,121.986
508,1MzlQlMCHU4zSyHjVGbMln,Chances,Five For Fighting,Slice,55,0.0236,0.401,0.802,0.0,-5.646,163.987
509,0sQ3DlfuQZozaOnAS1r4yG,Porn Star Dancing,My Darkest Days,My Darkest Days,55,0.00699,0.59,0.914,0.0,-3.973,160.048
510,1xADYlM5rjnbJvAW2tc0qF,Ain't No Grave,Johnny Cash,American VI: Ain't No Grave,60,0.894,0.52,0.35,0.000778,-10.713,79.647
511,4wtxSmTTeg6CiuhwIVKv0b,Holiday,Vampire Weekend,Contra,54,0.023,0.715,0.769,0.000732,-5.24,155.827
512,1T3tP6HvCgDF8ewpRqwM1e,Mr. Sandman,The Chordettes,The Chordettes' Best,58,0.634,0.616,0.426,0.0,-8.399,110.395
513,0Iahiy5y1VEmuwTFb65tG8,Give Me Faith,Elevation Worship,Kingdom Come,58,0.0188,0.484,0.61,0.0,-5.776,145.992
